route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,trip_short_name,block_id,wheelchair_accessible,trip_note,route_direction,bikes_allowed
"SMNW_M1","3369949","0035-001-104-004:1000","5330","Sydenham","1","","0035-001-104","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-104-005:1000","5342","Tallawong","0","","0035-001-104","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-104-006:1000","3722","Sydenham","1","","0035-001-104","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-104-007:1000","5342","Tallawong","0","","0035-001-104","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-104-008:1000","3722","Sydenham","1","","0035-001-104","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-104-009:1000","5342","Tallawong","0","","0035-001-104","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-104-010:1000","3722","Sydenham","1","","0035-001-104","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-104-011:1000","5342","Tallawong","0","","0035-001-104","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-104-012:1000","3722","Sydenham","1","","0035-001-104","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-104-013:1000","5342","Tallawong","0","","0035-001-104","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-104-014:1000","3722","Sydenham","1","","0035-001-104","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-104-015:1000","5250","Tallawong","0","","0035-001-104","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-105-002:1000","3722","Sydenham","1","","0035-001-105","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-105-003:1000","5250","Tallawong","0","","0035-001-105","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-105-004:1000","5330","Sydenham","1","","0035-001-105","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-105-005:1000","5342","Tallawong","0","","0035-001-105","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-105-006:1000","3722","Sydenham","1","","0035-001-105","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-105-007:1000","5342","Tallawong","0","","0035-001-105","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-105-008:1000","3722","Sydenham","1","","0035-001-105","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-105-009:1000","5342","Tallawong","0","","0035-001-105","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-105-010:1000","3722","Sydenham","1","","0035-001-105","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-105-011:1000","5250","Tallawong","0","","0035-001-105","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-105-012:1000","5330","Sydenham","1","","0035-001-105","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-105-013:1000","5342","Tallawong","0","","0035-001-105","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-105-014:1000","3722","Sydenham","1","","0035-001-105","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-105-015:1000","5342","Tallawong","0","","0035-001-105","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-105-016:1000","3722","Sydenham","1","","0035-001-105","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-105-017:1000","5342","Tallawong","0","","0035-001-105","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-105-018:1000","3722","Sydenham","1","","0035-001-105","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-105-019:1000","5342","Tallawong","0","","0035-001-105","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-105-020:1000","3722","Sydenham","1","","0035-001-105","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-105-021:1000","5342","Tallawong","0","","0035-001-105","1","00001:3373656","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-106-002:1000","3722","Sydenham","1","","0035-001-106","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-106-003:1000","5250","Tallawong","0","","0035-001-106","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-106-004:1000","5330","Sydenham","1","","0035-001-106","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-106-005:1000","5342","Tallawong","0","","0035-001-106","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-106-006:1000","3722","Sydenham","1","","0035-001-106","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-106-007:1000","5342","Tallawong","0","","0035-001-106","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-106-008:1000","3722","Sydenham","1","","0035-001-106","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-106-009:1000","5342","Tallawong","0","","0035-001-106","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-106-010:1000","3722","Sydenham","1","","0035-001-106","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-106-011:1000","5342","Tallawong","0","","0035-001-106","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-106-012:1000","3722","Sydenham","1","","0035-001-106","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-106-013:1000","5342","Tallawong","0","","0035-001-106","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-106-014:1000","3722","Sydenham","1","","0035-001-106","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-106-015:1000","5250","Tallawong","0","","0035-001-106","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-107-002:1000","3722","Sydenham","1","","0035-001-107","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-107-003:1000","5250","Tallawong","0","","0035-001-107","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-107-004:1000","5330","Sydenham","1","","0035-001-107","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-107-005:1000","5342","Tallawong","0","","0035-001-107","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-107-006:1000","3722","Sydenham","1","","0035-001-107","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-107-007:1000","5342","Tallawong","0","","0035-001-107","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-107-008:1000","3722","Sydenham","1","","0035-001-107","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-107-009:1000","5342","Tallawong","0","","0035-001-107","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-107-010:1000","3722","Sydenham","1","","0035-001-107","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-107-011:1000","5250","Tallawong","0","","0035-001-107","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-107-012:1000","5330","Sydenham","1","","0035-001-107","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-107-013:1000","5342","Tallawong","0","","0035-001-107","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-107-014:1000","3722","Sydenham","1","","0035-001-107","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-107-015:1000","5342","Tallawong","0","","0035-001-107","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-107-016:1000","3722","Sydenham","1","","0035-001-107","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-107-017:1000","5342","Tallawong","0","","0035-001-107","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-107-018:1000","3722","Sydenham","1","","0035-001-107","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-107-019:1000","5342","Tallawong","0","","0035-001-107","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-107-020:1000","3722","Sydenham","1","","0035-001-107","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-108-002:1000","3722","Sydenham","1","","0035-001-108","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-108-003:1000","5250","Tallawong","0","","0035-001-108","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-108-004:1000","5330","Sydenham","1","","0035-001-108","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-108-005:1000","5342","Tallawong","0","","0035-001-108","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-108-006:1000","3722","Sydenham","1","","0035-001-108","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-108-007:1000","5342","Tallawong","0","","0035-001-108","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-108-008:1000","3722","Sydenham","1","","0035-001-108","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-108-009:1000","5342","Tallawong","0","","0035-001-108","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-108-010:1000","3722","Sydenham","1","","0035-001-108","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-108-011:1000","5342","Tallawong","0","","0035-001-108","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-108-012:1000","3722","Sydenham","1","","0035-001-108","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-108-013:1000","5342","Tallawong","0","","0035-001-108","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-108-014:1000","3722","Sydenham","1","","0035-001-108","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-108-015:1000","5250","Tallawong","0","","0035-001-108","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-109-002:1000","3722","Sydenham","1","","0035-001-109","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-109-003:1000","5250","Tallawong","0","","0035-001-109","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-109-004:1000","5330","Sydenham","1","","0035-001-109","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-109-005:1000","5342","Tallawong","0","","0035-001-109","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-109-006:1000","3722","Sydenham","1","","0035-001-109","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-109-007:1000","5342","Tallawong","0","","0035-001-109","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-109-008:1000","3722","Sydenham","1","","0035-001-109","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-109-009:1000","5342","Tallawong","0","","0035-001-109","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-109-010:1000","3722","Sydenham","1","","0035-001-109","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-109-011:1000","5250","Tallawong","0","","0035-001-109","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-109-012:1000","5330","Sydenham","1","","0035-001-109","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-109-013:1000","5342","Tallawong","0","","0035-001-109","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-109-014:1000","3722","Sydenham","1","","0035-001-109","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-109-015:1000","5342","Tallawong","0","","0035-001-109","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-109-016:1000","3722","Sydenham","1","","0035-001-109","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-109-017:1000","5342","Tallawong","0","","0035-001-109","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-109-018:1000","3722","Sydenham","1","","0035-001-109","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-109-019:1000","5342","Tallawong","0","","0035-001-109","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-110-002:1000","3722","Sydenham","1","","0035-001-110","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-110-003:1000","5250","Tallawong","0","","0035-001-110","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-110-004:1000","5330","Sydenham","1","","0035-001-110","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-110-005:1000","5342","Tallawong","0","","0035-001-110","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-110-006:1000","3722","Sydenham","1","","0035-001-110","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-110-007:1000","5342","Tallawong","0","","0035-001-110","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-110-008:1000","3722","Sydenham","1","","0035-001-110","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-110-009:1000","5342","Tallawong","0","","0035-001-110","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-110-010:1000","3722","Sydenham","1","","0035-001-110","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-110-011:1000","5342","Tallawong","0","","0035-001-110","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-110-012:1000","3722","Sydenham","1","","0035-001-110","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-110-013:1000","5342","Tallawong","0","","0035-001-110","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-110-014:1000","3722","Sydenham","1","","0035-001-110","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-110-015:1000","5250","Tallawong","0","","0035-001-110","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-111-002:1000","3722","Sydenham","1","","0035-001-111","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-111-003:1000","5342","Tallawong","0","","0035-001-111","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-111-004:1000","3722","Sydenham","1","","0035-001-111","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-111-005:1000","5342","Tallawong","0","","0035-001-111","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-111-006:1000","3722","Sydenham","1","","0035-001-111","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-111-007:1000","5342","Tallawong","0","","0035-001-111","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-111-008:1000","3722","Sydenham","1","","0035-001-111","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-111-009:1000","5342","Tallawong","0","","0035-001-111","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-111-010:1000","3722","Sydenham","1","","0035-001-111","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-111-011:1000","5342","Tallawong","0","","0035-001-111","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-111-012:1000","3722","Sydenham","1","","0035-001-111","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-111-013:1000","5342","Tallawong","0","","0035-001-111","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-111-014:1000","3722","Sydenham","1","","0035-001-111","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-111-015:1000","5342","Tallawong","0","","0035-001-111","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-111-016:1000","3722","Sydenham","1","","0035-001-111","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-111-017:1000","5342","Tallawong","0","","0035-001-111","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-111-018:1000","3722","Sydenham","1","","0035-001-111","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-111-019:1000","5342","Tallawong","0","","0035-001-111","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-112-002:1000","3722","Sydenham","1","","0035-001-112","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-112-003:1000","5342","Tallawong","0","","0035-001-112","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-112-004:1000","3722","Sydenham","1","","0035-001-112","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-112-005:1000","5342","Tallawong","0","","0035-001-112","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-112-006:1000","3722","Sydenham","1","","0035-001-112","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-112-007:1000","5342","Tallawong","0","","0035-001-112","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-112-008:1000","3722","Sydenham","1","","0035-001-112","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-112-009:1000","5342","Tallawong","0","","0035-001-112","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-112-010:1000","3722","Sydenham","1","","0035-001-112","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-112-011:1000","5342","Tallawong","0","","0035-001-112","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-112-012:1000","3722","Sydenham","1","","0035-001-112","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-112-013:1000","5342","Tallawong","0","","0035-001-112","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-112-014:1000","3722","Sydenham","1","","0035-001-112","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-112-015:1000","5250","Tallawong","0","","0035-001-112","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-113-002:1000","3722","Sydenham","1","","0035-001-113","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-113-003:1000","5342","Tallawong","0","","0035-001-113","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-113-004:1000","3722","Sydenham","1","","0035-001-113","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-113-005:1000","5250","Tallawong","0","","0035-001-113","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-114-002:1000","3722","Sydenham","1","","0035-001-114","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-114-003:1000","5342","Tallawong","0","","0035-001-114","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-114-004:1000","3722","Sydenham","1","","0035-001-114","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-114-005:1000","5342","Tallawong","0","","0035-001-114","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-114-006:1000","3722","Sydenham","1","","0035-001-114","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-114-007:1000","5342","Tallawong","0","","0035-001-114","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-114-008:1000","3722","Sydenham","1","","0035-001-114","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-114-009:1000","5342","Tallawong","0","","0035-001-114","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-114-010:1000","3722","Sydenham","1","","0035-001-114","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-114-011:1000","5342","Tallawong","0","","0035-001-114","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-114-012:1000","3722","Sydenham","1","","0035-001-114","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-114-013:1000","5342","Tallawong","0","","0035-001-114","1","","Sydenham to Tallawong","1"
"SMNW_M1","3369949","0035-001-114-014:1000","5437","Sydenham","1","","0035-001-114","1","","Tallawong to Sydenham","1"
"SMNW_M1","3369949","0035-001-115-002:1000","3722","Sydenham","1","","0035-001-115","1","","Tallawong to Sydenham","1"
